Age,Gender,Study_Hours,Attendance,Sleep_Hours,Internet_Usage,Previous_Grade,Extra_Activities,Parental_Education,Marks,Result
18.0,F,8.0,52.0,5.0,2.0,55.0,Yes,School,79.0,Pass
22.0,M,1.0,83.0,8.0,3.0,44.0,Yes,Postgraduate,43.0,Fail
25.0,F,8.0,89.0,7.0,1.0,,Yes,Postgraduate,84.0,Pass
24.0,F,1.0,74.0,7.0,2.0,58.0,No,School,56.0,Pass
21.0,M,5.0,51.0,4.0,3.0,49.0,No,School,61.0,
17.0,F,8.0,83.0,7.0,,60.0,No,Graduate,,Pass
23.0,F,6.0,75.0,8.0,3.0,52.0,Yes,School,73.0,Pass
21.0,M,9.0,80.0,8.0,2.0,94.0,No,School,109.0,
22.0,F,1.0,58.0,8.0,3.0,63.0,Yes,School,46.0,Fail
23.0,M,,79.0,6.0,1.0,62.0,,School,,
,F,1.0,69.0,7.0,4.0,62.0,Yes,Graduate,45.0,Fail
19.0,M,3.0,70.0,5.0,1.0,50.0,Yes,Graduate,64.0,Pass
21.0,F,1.0,78.0,7.0,4.0,86.0,No,School,70.0,Pass
,F,3.0,74.0,7.0,,41.0,No,School,54.0,Pass
25.0,F,2.0,87.0,6.0,3.0,45.0,Yes,,50.0,Pass
21.0,F,2.0,93.0,,1.0,92.0,No,Postgraduate,81.0,Pass
17.0,M,9.0,74.0,4.0,4.0,50.0,,School,96.0,Pass
20.0,,8.0,58.0,8.0,,54.0,No,Postgraduate,86.0,Pass
21.0,M,1.0,88.0,8.0,,48.0,,Postgraduate,42.0,Fail
21.0,M,4.0,93.0,6.0,2.0,51.0,No,Graduate,,Pass
23.0,M,1.0,75.0,8.0,2.0,75.0,No,,,Pass
20.0,M,1.0,86.0,,5.0,,No,Graduate,47.0,Fail
17.0,M,,65.0,6.0,5.0,62.0,No,Postgraduate,63.0,Pass
21.0,F,2.0,86.0,5.0,4.0,66.0,No,School,59.0,Pass
23.0,F,3.0,61.0,8.0,2.0,63.0,No,Graduate,64.0,Pass
,F,9.0,73.0,7.0,4.0,53.0,No,Postgraduate,,Pass
21.0,,2.0,75.0,4.0,1.0,93.0,Yes,,61.0,Pass
20.0,M,4.0,69.0,4.0,2.0,,Yes,Graduate,62.0,Pass
18.0,M,1.0,58.0,8.0,2.0,66.0,No,Postgraduate,44.0,Fail
20.0,M,2.0,72.0,5.0,2.0,60.0,No,,55.0,Pass
19.0,F,5.0,88.0,,,88.0,No,Postgraduate,93.0,Pass
17.0,,1.0,,5.0,3.0,52.0,No,Graduate,,Fail
24.0,F,7.0,80.0,5.0,3.0,47.0,Yes,Postgraduate,68.0,Pass
21.0,M,4.0,68.0,8.0,5.0,83.0,Yes,School,,
20.0,M,,69.0,7.0,5.0,83.0,,Graduate,73.0,
24.0,M,8.0,72.0,8.0,5.0,83.0,Yes,Graduate,87.0,Pass
23.0,M,6.0,92.0,,3.0,73.0,No,,,Pass
18.0,,2.0,76.0,4.0,4.0,,Yes,School,69.0,Pass
17.0,F,1.0,79.0,8.0,5.0,,No,School,,Pass
20.0,M,8.0,70.0,6.0,4.0,,Yes,Graduate,,Pass
24.0,F,8.0,93.0,7.0,4.0,40.0,Yes,Postgraduate,89.0,Pass
18.0,M,9.0,84.0,4.0,1.0,75.0,Yes,Graduate,,Pass
19.0,M,6.0,98.0,7.0,,94.0,No,Postgraduate,90.0,
17.0,M,1.0,56.0,4.0,4.0,,,School,62.0,Pass
17.0,M,9.0,71.0,6.0,3.0,55.0,,Graduate,78.0,Pass
19.0,F,3.0,59.0,8.0,3.0,,Yes,Postgraduate,52.0,Pass
21.0,M,6.0,,4.0,1.0,57.0,,School,81.0,Pass
19.0,M,9.0,64.0,4.0,3.0,73.0,No,Postgraduate,95.0,Pass
17.0,F,,79.0,4.0,4.0,,No,Graduate,72.0,Pass
17.0,M,5.0,83.0,6.0,2.0,42.0,No,Postgraduate,75.0,Pass
24.0,F,5.0,62.0,7.0,4.0,59.0,Yes,Graduate,59.0,Pass
18.0,M,7.0,53.0,6.0,4.0,,No,School,69.0,Pass
19.0,M,4.0,67.0,4.0,,52.0,No,Postgraduate,60.0,Pass
18.0,M,,72.0,,4.0,56.0,No,School,62.0,Pass
19.0,M,7.0,82.0,8.0,2.0,53.0,Yes,,,Pass
23.0,M,9.0,83.0,6.0,3.0,69.0,No,Graduate,105.0,
17.0,M,4.0,83.0,6.0,5.0,61.0,No,Graduate,65.0,Pass
24.0,F,4.0,,5.0,,82.0,Yes,School,,Pass
18.0,M,6.0,84.0,7.0,4.0,87.0,No,Graduate,86.0,Pass
19.0,F,6.0,66.0,5.0,1.0,82.0,Yes,School,76.0,Pass
25.0,F,7.0,77.0,,5.0,68.0,No,Graduate,78.0,Pass
23.0,M,,63.0,7.0,5.0,89.0,No,Graduate,65.0,Pass
20.0,,3.0,83.0,8.0,2.0,41.0,No,Postgraduate,50.0,Pass
21.0,M,,97.0,8.0,,94.0,No,Postgraduate,117.0,Pass
18.0,F,6.0,60.0,7.0,1.0,92.0,Yes,Graduate,90.0,Pass
24.0,M,6.0,62.0,7.0,2.0,47.0,Yes,School,73.0,
20.0,F,5.0,82.0,6.0,,53.0,Yes,School,60.0,Pass
25.0,F,3.0,51.0,6.0,2.0,73.0,Yes,School,50.0,Pass
21.0,M,5.0,83.0,6.0,5.0,,Yes,Graduate,78.0,Pass
25.0,F,,78.0,6.0,5.0,49.0,,Graduate,46.0,Fail
20.0,M,3.0,86.0,4.0,5.0,47.0,No,School,68.0,
21.0,M,4.0,53.0,4.0,,46.0,No,Postgraduate,58.0,Pass
25.0,M,5.0,61.0,8.0,5.0,52.0,No,Postgraduate,72.0,Pass
24.0,M,9.0,75.0,4.0,4.0,65.0,Yes,School,,Pass
,M,4.0,77.0,4.0,3.0,71.0,No,Graduate,73.0,
17.0,F,3.0,52.0,6.0,1.0,,Yes,Graduate,46.0,Fail
19.0,F,1.0,69.0,6.0,2.0,54.0,Yes,School,49.0,Fail
20.0,,,59.0,7.0,2.0,93.0,No,,,Pass
18.0,M,7.0,67.0,,3.0,41.0,No,School,,Pass
17.0,F,,76.0,7.0,5.0,93.0,Yes,School,,Pass
23.0,F,1.0,80.0,,1.0,76.0,Yes,School,63.0,
,F,4.0,76.0,4.0,3.0,58.0,Yes,Postgraduate,,Pass
23.0,,5.0,,6.0,3.0,72.0,No,School,87.0,Pass
21.0,F,2.0,50.0,4.0,2.0,78.0,Yes,Postgraduate,50.0,Pass
17.0,M,1.0,55.0,6.0,4.0,89.0,Yes,Graduate,51.0,Pass
23.0,M,8.0,,4.0,4.0,72.0,No,Postgraduate,80.0,Pass
23.0,,6.0,83.0,4.0,5.0,40.0,Yes,Postgraduate,73.0,Pass
25.0,,5.0,88.0,4.0,5.0,78.0,No,School,73.0,Pass
19.0,M,9.0,69.0,8.0,3.0,67.0,Yes,Graduate,90.0,
25.0,F,2.0,70.0,4.0,5.0,56.0,No,School,56.0,Pass
17.0,F,8.0,70.0,,4.0,45.0,Yes,Postgraduate,83.0,Pass
17.0,M,,67.0,5.0,1.0,91.0,No,Postgraduate,94.0,Pass
20.0,F,1.0,70.0,5.0,2.0,83.0,Yes,School,54.0,Pass
25.0,,7.0,68.0,7.0,4.0,,Yes,Graduate,82.0,Pass
22.0,M,,,4.0,5.0,86.0,,Postgraduate,84.0,Pass
19.0,F,3.0,62.0,5.0,2.0,52.0,No,Postgraduate,,Pass
17.0,,4.0,67.0,7.0,2.0,51.0,Yes,,63.0,Pass
20.0,M,,78.0,,3.0,69.0,Yes,,62.0,Pass
25.0,M,7.0,74.0,6.0,5.0,60.0,Yes,School,84.0,Pass
19.0,F,9.0,,8.0,,41.0,Yes,Graduate,82.0,Pass
25.0,F,3.0,76.0,4.0,,92.0,Yes,Graduate,81.0,Pass
23.0,F,6.0,68.0,8.0,3.0,57.0,Yes,Postgraduate,64.0,Pass
20.0,F,,98.0,8.0,5.0,67.0,Yes,,94.0,Pass
19.0,M,6.0,,,4.0,43.0,,Postgraduate,62.0,
21.0,F,2.0,87.0,6.0,1.0,,Yes,Graduate,,Pass
21.0,F,7.0,68.0,6.0,4.0,82.0,No,Graduate,88.0,Pass
19.0,,2.0,50.0,7.0,2.0,92.0,Yes,School,56.0,Pass
25.0,F,2.0,89.0,5.0,4.0,45.0,Yes,Graduate,44.0,Fail
20.0,M,2.0,66.0,4.0,3.0,77.0,No,School,54.0,Pass
21.0,M,1.0,70.0,6.0,,48.0,Yes,Postgraduate,48.0,Fail
20.0,M,1.0,71.0,4.0,4.0,59.0,No,Postgraduate,54.0,Pass
21.0,F,7.0,64.0,4.0,4.0,84.0,Yes,School,85.0,Pass
23.0,,5.0,99.0,4.0,,,Yes,Postgraduate,90.0,Pass
25.0,M,3.0,88.0,6.0,3.0,76.0,,,80.0,
23.0,F,1.0,97.0,6.0,1.0,77.0,Yes,,61.0,Pass
21.0,F,6.0,88.0,,4.0,43.0,No,School,70.0,Pass
23.0,M,1.0,81.0,6.0,2.0,77.0,No,Postgraduate,65.0,Pass
21.0,M,9.0,,6.0,3.0,89.0,No,School,117.0,Pass
19.0,F,2.0,53.0,,3.0,,Yes,Graduate,,Fail
23.0,,1.0,93.0,5.0,4.0,94.0,No,Postgraduate,68.0,Pass
18.0,,7.0,,8.0,5.0,74.0,Yes,Postgraduate,86.0,Pass
25.0,M,6.0,81.0,6.0,4.0,69.0,No,School,72.0,Pass
17.0,M,6.0,53.0,6.0,4.0,81.0,Yes,Postgraduate,,Pass
22.0,,5.0,50.0,8.0,5.0,43.0,No,School,,Pass
23.0,M,4.0,82.0,4.0,2.0,64.0,No,Postgraduate,72.0,Pass
24.0,F,,56.0,5.0,5.0,70.0,,Graduate,65.0,Pass
25.0,M,3.0,58.0,4.0,4.0,86.0,No,Graduate,70.0,
18.0,M,8.0,50.0,7.0,1.0,51.0,Yes,School,79.0,Pass
18.0,F,7.0,65.0,6.0,5.0,54.0,No,,66.0,Pass
21.0,F,9.0,67.0,7.0,2.0,92.0,,Postgraduate,97.0,Pass
21.0,F,1.0,96.0,,5.0,65.0,No,School,61.0,Pass
22.0,M,7.0,55.0,7.0,5.0,49.0,No,,78.0,Pass
19.0,,4.0,51.0,8.0,3.0,51.0,Yes,Graduate,45.0,Fail
24.0,F,7.0,58.0,6.0,3.0,,,Graduate,,Pass
17.0,M,1.0,,6.0,4.0,79.0,,School,54.0,Pass
22.0,M,5.0,,7.0,4.0,92.0,No,Graduate,99.0,Pass
20.0,,3.0,72.0,,5.0,60.0,No,School,58.0,
17.0,M,,,7.0,,74.0,,Graduate,87.0,Pass
,F,4.0,94.0,6.0,4.0,46.0,Yes,Graduate,66.0,Pass
25.0,F,2.0,,6.0,5.0,57.0,Yes,School,,
20.0,,4.0,57.0,5.0,5.0,66.0,,,69.0,Pass
20.0,F,3.0,,4.0,5.0,74.0,Yes,Postgraduate,,Pass
22.0,,1.0,74.0,5.0,5.0,86.0,No,Postgraduate,59.0,Pass
19.0,M,8.0,,,5.0,41.0,No,Graduate,73.0,Pass
22.0,M,5.0,,6.0,3.0,71.0,,Graduate,,Pass
,F,4.0,66.0,8.0,2.0,54.0,No,Postgraduate,51.0,Pass
19.0,M,5.0,67.0,8.0,,84.0,No,Graduate,84.0,Pass
23.0,M,4.0,76.0,7.0,5.0,63.0,Yes,Graduate,67.0,
19.0,F,3.0,64.0,,4.0,59.0,Yes,Postgraduate,66.0,Pass
18.0,F,5.0,66.0,5.0,1.0,49.0,Yes,School,58.0,Pass
20.0,F,4.0,92.0,8.0,5.0,63.0,Yes,,69.0,
24.0,F,,54.0,4.0,1.0,63.0,,,48.0,Fail
25.0,M,3.0,65.0,5.0,3.0,63.0,No,School,53.0,
,M,8.0,64.0,4.0,2.0,79.0,No,Graduate,83.0,Pass
,M,7.0,91.0,4.0,3.0,87.0,,Postgraduate,94.0,Pass
19.0,F,2.0,95.0,4.0,4.0,,Yes,Postgraduate,69.0,Pass
25.0,F,1.0,83.0,4.0,4.0,73.0,No,,53.0,Pass
17.0,,3.0,97.0,,,,Yes,Graduate,75.0,Pass
25.0,F,5.0,68.0,7.0,4.0,79.0,No,School,83.0,Pass
24.0,F,1.0,57.0,8.0,4.0,50.0,No,Graduate,37.0,Fail
17.0,M,3.0,96.0,7.0,3.0,65.0,Yes,Postgraduate,68.0,Pass
22.0,M,3.0,59.0,5.0,1.0,40.0,Yes,Graduate,53.0,Pass
21.0,F,,54.0,7.0,2.0,69.0,Yes,Graduate,67.0,Pass
22.0,F,3.0,97.0,5.0,4.0,92.0,No,,73.0,Pass
,F,9.0,75.0,5.0,4.0,82.0,Yes,School,,Pass
22.0,M,1.0,71.0,4.0,3.0,57.0,No,Postgraduate,39.0,Fail
21.0,M,4.0,93.0,8.0,2.0,65.0,No,Postgraduate,65.0,Pass
21.0,M,4.0,,4.0,3.0,92.0,Yes,Graduate,80.0,Pass
,M,1.0,62.0,4.0,1.0,86.0,No,Postgraduate,59.0,Pass
19.0,,2.0,58.0,7.0,3.0,48.0,,Postgraduate,36.0,Fail
19.0,F,1.0,98.0,,2.0,48.0,Yes,Graduate,,Pass
20.0,F,6.0,69.0,5.0,2.0,40.0,No,,61.0,Pass
25.0,F,3.0,77.0,7.0,4.0,46.0,No,Graduate,54.0,Pass
18.0,M,7.0,,7.0,1.0,83.0,No,School,86.0,Pass
25.0,M,5.0,86.0,6.0,5.0,81.0,Yes,School,,Pass
17.0,M,9.0,73.0,5.0,4.0,90.0,Yes,,96.0,Pass
17.0,F,,93.0,5.0,3.0,55.0,Yes,School,74.0,Pass
21.0,,4.0,82.0,6.0,3.0,77.0,No,School,66.0,Pass
22.0,M,,69.0,5.0,,50.0,Yes,School,68.0,Pass
22.0,,5.0,97.0,8.0,2.0,90.0,No,Postgraduate,81.0,Pass
19.0,M,5.0,,8.0,2.0,64.0,Yes,Graduate,68.0,Pass
23.0,F,9.0,93.0,6.0,5.0,68.0,Yes,Graduate,99.0,Pass
,M,3.0,58.0,7.0,5.0,,No,Postgraduate,64.0,Pass
24.0,M,,,8.0,4.0,57.0,,School,76.0,Pass
22.0,F,8.0,98.0,6.0,5.0,86.0,No,Graduate,97.0,Pass
24.0,F,9.0,66.0,,,68.0,Yes,School,,Pass
21.0,F,7.0,85.0,4.0,,55.0,No,Postgraduate,80.0,Pass
24.0,F,3.0,63.0,,,85.0,No,School,,Pass
20.0,F,1.0,68.0,5.0,,79.0,No,Postgraduate,54.0,Pass
24.0,F,4.0,56.0,8.0,5.0,47.0,No,Postgraduate,50.0,Pass
18.0,M,6.0,52.0,5.0,3.0,73.0,Yes,School,68.0,
,M,3.0,82.0,6.0,3.0,45.0,Yes,School,64.0,
25.0,F,1.0,93.0,8.0,,84.0,No,Graduate,75.0,Pass
,M,6.0,81.0,5.0,2.0,84.0,No,,94.0,Pass
22.0,,,96.0,7.0,1.0,92.0,Yes,School,61.0,Pass
17.0,M,9.0,60.0,7.0,,69.0,No,School,91.0,Pass
25.0,F,1.0,91.0,4.0,5.0,83.0,No,Graduate,62.0,Pass
17.0,M,6.0,51.0,6.0,5.0,73.0,No,Graduate,67.0,Pass
21.0,M,1.0,75.0,5.0,4.0,60.0,Yes,,60.0,Pass
20.0,M,7.0,53.0,4.0,4.0,91.0,Yes,Postgraduate,80.0,Pass
19.0,,3.0,66.0,6.0,,51.0,Yes,Graduate,53.0,Pass
22.0,,6.0,66.0,7.0,4.0,88.0,No,Postgraduate,83.0,Pass
18.0,F,7.0,77.0,5.0,3.0,45.0,No,Graduate,77.0,Pass
19.0,F,1.0,79.0,,4.0,,No,Postgraduate,62.0,Pass
21.0,F,1.0,89.0,7.0,4.0,45.0,Yes,Graduate,41.0,
25.0,M,5.0,72.0,8.0,4.0,92.0,Yes,,78.0,Pass
18.0,F,6.0,,8.0,2.0,43.0,No,Graduate,79.0,Pass
24.0,M,9.0,73.0,5.0,4.0,92.0,No,Graduate,,Pass
18.0,M,1.0,78.0,5.0,1.0,48.0,No,School,40.0,Fail
21.0,M,4.0,53.0,8.0,,44.0,,Postgraduate,43.0,Fail
23.0,F,8.0,87.0,4.0,4.0,49.0,No,School,83.0,Pass
24.0,M,9.0,78.0,8.0,3.0,86.0,Yes,Postgraduate,107.0,Pass
17.0,F,3.0,68.0,8.0,4.0,47.0,Yes,School,52.0,Pass
22.0,F,2.0,76.0,5.0,2.0,62.0,Yes,Graduate,58.0,Pass
,M,,78.0,6.0,5.0,,Yes,School,63.0,Pass
18.0,M,2.0,85.0,7.0,,76.0,No,Graduate,69.0,Pass
17.0,F,1.0,,,4.0,46.0,Yes,Postgraduate,53.0,Pass
21.0,F,3.0,55.0,4.0,4.0,45.0,Yes,Graduate,46.0,Fail
25.0,F,7.0,72.0,7.0,3.0,84.0,No,School,89.0,Pass
,,1.0,88.0,5.0,5.0,90.0,Yes,Postgraduate,70.0,Pass
17.0,F,2.0,95.0,5.0,,81.0,No,School,76.0,Pass
,F,1.0,93.0,6.0,,54.0,Yes,Graduate,46.0,Fail
,M,8.0,97.0,,3.0,74.0,No,,91.0,Pass
25.0,F,5.0,,4.0,2.0,89.0,No,,82.0,Pass
19.0,F,8.0,51.0,5.0,5.0,71.0,No,Postgraduate,,Pass
17.0,,,,6.0,2.0,,Yes,School,57.0,Pass
,F,7.0,89.0,5.0,2.0,74.0,Yes,Graduate,96.0,Pass
23.0,M,8.0,70.0,8.0,5.0,50.0,No,Postgraduate,78.0,Pass
22.0,M,6.0,80.0,8.0,2.0,49.0,Yes,School,,Pass
,F,7.0,,6.0,,56.0,No,Graduate,82.0,Pass
21.0,F,2.0,85.0,,4.0,52.0,No,Postgraduate,48.0,
21.0,F,8.0,97.0,6.0,,73.0,No,School,93.0,Pass
22.0,M,,87.0,,2.0,84.0,No,Postgraduate,93.0,Pass
19.0,M,7.0,76.0,5.0,,90.0,No,Graduate,98.0,Pass
21.0,,1.0,85.0,8.0,1.0,44.0,No,School,41.0,Fail
23.0,M,5.0,97.0,7.0,2.0,87.0,No,School,,Pass
21.0,M,1.0,72.0,4.0,2.0,49.0,Yes,Graduate,37.0,Fail
21.0,M,8.0,70.0,4.0,5.0,71.0,Yes,Graduate,82.0,Pass
21.0,F,,62.0,,1.0,51.0,Yes,,50.0,Pass
,M,4.0,86.0,4.0,1.0,91.0,Yes,School,78.0,Pass
17.0,M,2.0,96.0,8.0,4.0,52.0,Yes,Graduate,63.0,Pass
,F,5.0,75.0,7.0,2.0,60.0,Yes,School,77.0,Pass
25.0,M,1.0,89.0,5.0,,87.0,No,School,69.0,Pass
17.0,F,9.0,56.0,5.0,2.0,93.0,,Postgraduate,99.0,Pass
19.0,M,,95.0,8.0,3.0,92.0,No,Graduate,96.0,Pass
20.0,,6.0,88.0,4.0,3.0,72.0,Yes,,,Pass
17.0,F,2.0,71.0,5.0,5.0,93.0,No,Postgraduate,71.0,Pass
17.0,F,1.0,88.0,4.0,2.0,80.0,Yes,School,69.0,
24.0,F,4.0,72.0,8.0,5.0,87.0,Yes,School,85.0,Pass
18.0,F,7.0,79.0,5.0,4.0,90.0,Yes,School,85.0,Pass
24.0,M,6.0,67.0,6.0,3.0,86.0,Yes,Graduate,80.0,Pass
23.0,M,1.0,91.0,7.0,1.0,89.0,Yes,School,60.0,Pass
18.0,F,1.0,67.0,4.0,3.0,93.0,No,Postgraduate,59.0,Pass
22.0,F,8.0,95.0,4.0,,71.0,No,School,86.0,Pass
22.0,F,4.0,59.0,4.0,,51.0,Yes,Graduate,57.0,Pass
,M,5.0,88.0,4.0,5.0,85.0,No,,75.0,Pass
18.0,F,7.0,79.0,8.0,2.0,74.0,No,School,78.0,Pass
17.0,F,8.0,75.0,8.0,1.0,,No,School,,Pass
22.0,F,7.0,56.0,,5.0,77.0,,Graduate,88.0,Pass
21.0,F,2.0,56.0,8.0,2.0,87.0,,School,55.0,Pass
25.0,M,4.0,54.0,5.0,1.0,67.0,Yes,Postgraduate,66.0,Pass
17.0,F,1.0,50.0,,4.0,52.0,No,Graduate,35.0,Fail
23.0,F,9.0,95.0,5.0,3.0,51.0,,School,89.0,Pass
21.0,M,3.0,67.0,6.0,1.0,61.0,Yes,School,,Pass
21.0,,3.0,62.0,8.0,4.0,83.0,Yes,School,73.0,Pass
18.0,F,9.0,,6.0,2.0,,Yes,Postgraduate,,
19.0,M,3.0,89.0,8.0,1.0,68.0,No,Graduate,60.0,Pass
23.0,,8.0,57.0,,4.0,52.0,No,Postgraduate,70.0,Pass
,M,,59.0,7.0,2.0,74.0,No,School,62.0,Pass
18.0,F,3.0,81.0,6.0,,52.0,Yes,Postgraduate,62.0,Pass
22.0,F,2.0,66.0,,3.0,73.0,No,School,59.0,
18.0,M,1.0,87.0,4.0,4.0,,No,School,54.0,Pass
18.0,M,2.0,64.0,6.0,5.0,48.0,,Graduate,42.0,Fail
18.0,M,8.0,64.0,4.0,2.0,91.0,No,Graduate,104.0,Pass
19.0,F,9.0,97.0,7.0,1.0,70.0,Yes,School,92.0,Pass
18.0,F,2.0,89.0,7.0,3.0,72.0,No,School,68.0,Pass
20.0,M,7.0,69.0,,2.0,66.0,Yes,,91.0,Pass
25.0,F,5.0,64.0,5.0,4.0,84.0,Yes,Graduate,,Pass
22.0,M,3.0,84.0,6.0,3.0,,No,Graduate,50.0,Pass
17.0,F,9.0,,8.0,5.0,,Yes,,92.0,Pass
24.0,F,6.0,79.0,7.0,3.0,,Yes,Graduate,71.0,Pass
23.0,F,1.0,57.0,4.0,5.0,70.0,No,School,,Pass
19.0,,5.0,,8.0,2.0,55.0,No,Postgraduate,72.0,Pass
17.0,M,7.0,,7.0,1.0,,No,Graduate,99.0,Pass
21.0,F,4.0,96.0,6.0,3.0,54.0,No,School,76.0,Pass
,F,8.0,81.0,7.0,1.0,45.0,No,Postgraduate,78.0,Pass
24.0,M,,94.0,,1.0,53.0,Yes,School,64.0,Pass
17.0,F,9.0,64.0,4.0,,66.0,No,Postgraduate,96.0,Pass
17.0,M,9.0,67.0,4.0,3.0,77.0,Yes,Graduate,90.0,Pass
20.0,M,9.0,62.0,,1.0,,Yes,Graduate,79.0,Pass
24.0,F,1.0,73.0,8.0,4.0,76.0,No,School,60.0,Pass
21.0,F,2.0,89.0,,4.0,82.0,Yes,Graduate,66.0,Pass
18.0,M,3.0,63.0,4.0,3.0,43.0,Yes,Graduate,58.0,
22.0,,4.0,77.0,6.0,1.0,,,Postgraduate,78.0,
21.0,M,9.0,60.0,8.0,1.0,48.0,No,Graduate,84.0,Pass
18.0,F,6.0,55.0,7.0,2.0,80.0,Yes,Postgraduate,,Pass
19.0,M,,74.0,6.0,1.0,88.0,Yes,,67.0,Pass
25.0,M,9.0,50.0,8.0,4.0,79.0,Yes,Postgraduate,85.0,Pass
23.0,M,6.0,74.0,4.0,2.0,54.0,,Graduate,65.0,
,F,4.0,51.0,4.0,,80.0,Yes,School,69.0,Pass
22.0,M,4.0,81.0,6.0,5.0,76.0,No,School,78.0,Pass
24.0,F,3.0,62.0,8.0,3.0,43.0,No,Graduate,43.0,Fail
20.0,F,7.0,82.0,7.0,5.0,65.0,No,Postgraduate,77.0,Pass
24.0,M,3.0,81.0,7.0,3.0,91.0,No,Graduate,,Pass
20.0,,2.0,,5.0,4.0,57.0,Yes,School,47.0,Fail
,M,8.0,76.0,6.0,,80.0,No,Postgraduate,89.0,Pass
25.0,,4.0,53.0,,5.0,92.0,No,,65.0,Pass
19.0,F,8.0,73.0,6.0,3.0,74.0,Yes,Postgraduate,97.0,Pass
19.0,,1.0,72.0,7.0,3.0,93.0,,Postgraduate,59.0,Pass
18.0,M,5.0,78.0,8.0,2.0,80.0,Yes,School,87.0,Pass
,M,9.0,83.0,4.0,1.0,80.0,No,Postgraduate,100.0,
19.0,F,1.0,70.0,4.0,2.0,68.0,No,Graduate,59.0,Pass
21.0,F,,79.0,8.0,4.0,92.0,Yes,Postgraduate,73.0,
,,6.0,75.0,6.0,5.0,63.0,Yes,Postgraduate,85.0,Pass
,M,8.0,,6.0,3.0,43.0,,Graduate,73.0,Pass
22.0,F,3.0,,4.0,2.0,60.0,Yes,School,60.0,Pass
21.0,F,5.0,52.0,4.0,5.0,78.0,Yes,School,63.0,Pass
22.0,F,7.0,98.0,7.0,5.0,46.0,Yes,Graduate,79.0,
17.0,M,1.0,86.0,8.0,1.0,62.0,No,Postgraduate,55.0,Pass
21.0,F,7.0,89.0,6.0,3.0,79.0,No,Graduate,98.0,Pass
25.0,M,8.0,93.0,7.0,,60.0,No,Graduate,100.0,Pass
18.0,F,8.0,74.0,6.0,3.0,40.0,Yes,Graduate,86.0,Pass
17.0,F,9.0,72.0,4.0,2.0,80.0,Yes,School,96.0,
,M,6.0,93.0,8.0,5.0,64.0,No,Postgraduate,82.0,Pass
,M,6.0,50.0,5.0,5.0,70.0,Yes,Graduate,68.0,Pass
25.0,M,,82.0,8.0,2.0,94.0,Yes,School,,Pass
22.0,F,3.0,64.0,5.0,3.0,83.0,No,School,76.0,Pass
24.0,F,4.0,,7.0,3.0,77.0,Yes,Postgraduate,67.0,Pass
17.0,,4.0,83.0,5.0,5.0,84.0,,Graduate,73.0,Pass
20.0,M,8.0,66.0,5.0,2.0,44.0,Yes,Postgraduate,74.0,Pass
17.0,,1.0,90.0,7.0,4.0,92.0,Yes,Graduate,71.0,Pass
24.0,M,4.0,93.0,8.0,3.0,70.0,No,School,72.0,Pass
17.0,,,53.0,7.0,4.0,,Yes,School,71.0,Pass
19.0,,1.0,62.0,4.0,5.0,40.0,No,Postgraduate,38.0,Fail
20.0,F,3.0,53.0,4.0,4.0,,,Graduate,67.0,Pass
,F,5.0,56.0,5.0,4.0,69.0,No,Postgraduate,69.0,Pass
22.0,M,6.0,95.0,7.0,3.0,57.0,No,Graduate,71.0,Pass
23.0,F,9.0,58.0,,5.0,47.0,Yes,Postgraduate,85.0,Pass
24.0,M,9.0,72.0,7.0,4.0,65.0,Yes,School,86.0,Pass
18.0,M,9.0,,8.0,3.0,79.0,No,Postgraduate,,Pass
,F,1.0,82.0,6.0,4.0,54.0,,Graduate,60.0,Pass
19.0,M,,,6.0,,58.0,No,Postgraduate,85.0,Pass
23.0,M,8.0,,6.0,5.0,49.0,No,Graduate,81.0,
19.0,F,2.0,,8.0,2.0,63.0,Yes,Postgraduate,43.0,Fail
23.0,M,1.0,,7.0,,55.0,No,Graduate,47.0,Fail
18.0,M,1.0,,6.0,3.0,82.0,No,Graduate,69.0,Pass
22.0,M,6.0,,7.0,4.0,70.0,Yes,,88.0,Pass
19.0,M,9.0,70.0,5.0,5.0,83.0,No,Postgraduate,,
19.0,M,7.0,73.0,6.0,1.0,55.0,Yes,Postgraduate,76.0,Pass
25.0,,5.0,64.0,5.0,1.0,55.0,Yes,School,,Pass
23.0,M,2.0,84.0,8.0,2.0,67.0,Yes,Graduate,53.0,Pass
,,,74.0,4.0,5.0,59.0,No,School,48.0,Fail
,F,2.0,58.0,8.0,3.0,74.0,Yes,School,52.0,Pass
25.0,M,1.0,66.0,8.0,1.0,48.0,Yes,Graduate,39.0,Fail
17.0,M,3.0,70.0,8.0,2.0,,No,School,72.0,
,F,6.0,62.0,6.0,5.0,49.0,No,Postgraduate,59.0,Pass
,F,8.0,52.0,5.0,2.0,84.0,No,School,94.0,Pass
25.0,,3.0,53.0,6.0,1.0,57.0,No,Postgraduate,45.0,Fail
17.0,,9.0,53.0,4.0,4.0,84.0,,Graduate,99.0,
20.0,F,5.0,92.0,8.0,4.0,84.0,No,Graduate,87.0,Pass
,M,7.0,77.0,7.0,5.0,54.0,Yes,,71.0,Pass
20.0,F,8.0,56.0,4.0,2.0,84.0,Yes,School,90.0,
19.0,,3.0,75.0,5.0,3.0,69.0,No,Graduate,65.0,Pass
25.0,F,2.0,60.0,4.0,1.0,87.0,No,Graduate,67.0,
